Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64,TotalExpt
Q96HC4,PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5,PDLIM5,105,326,596,63.904,8.21,137,0.996323677,0.984931758,1.005256071,0.950353931,0.898636659,0.727683074,0.522589942,0.314209137,0.234344776,0.19004839,8
Q9UBQ7,Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens GN=GRHPR PE=1 SV=1,GRHPR,77,309,328,35.646,7.39,121,0.996323677,0.981397493,1.021293883,0.948413951,0.777545848,0.385100557,0.145268533,0.085182261,0.062015602,0.049031482,8
Q9Y295,Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1,DRG1,76,236,367,40.517,8.9,98,0.996323677,1.001447241,0.974331947,0.944224955,0.847266771,0.552843463,0.184104012,0.108652149,0.066807714,0.049850896,8
G5E972,Thymopentin OS=Homo sapiens GN=TMPO PE=2 SV=1,TMPO,60,285,414,46.278,9.03,7,0.996323677,0.943007887,1.222611617,1.089460581,0.79554619,0.69389337,0.591056863,0.423826075,0.415993995,0.366695713,5
Q9NXG2,THUMP domain-containing protein 1 OS=Homo sapiens GN=THUMPD1 PE=1 SV=2,THUMPD1,107,656,353,39.291,7.88,262,0.996323677,1.004117185,1.029890762,0.992978307,0.983002626,0.862861354,0.568079696,0.161679646,0.092761922,0.063055744,8
O95155,Ubiquitin conjugation factor E4 B OS=Homo sapiens GN=UBE4B PE=1 SV=1,UBE4B,127,334,1302,146.092,6.55,130,0.996323677,1.00275981,0.994849292,0.955144926,0.794295773,0.364871209,0.194442492,0.127495232,0.09291054,0.077911347,8
O75150,E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens GN=RNF40 PE=1 SV=4,RNF40,138,343,1001,113.581,6.23,120,0.996323677,0.979282352,0.793719917,0.498911811,0.27854607,0.195923862,0.130619828,0.090240997,0.06502097,0.052619312,8
P62424,60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2,RPL7A,74,438,266,29.977,10.61,155,0.996323677,1.040355406,0.982007325,0.964640253,0.905480954,0.922858936,0.882837608,0.565416825,0.175399628,0.097701993,8
Q5T5H1,Alpha-endosulfine OS=Homo sapiens GN=ENSA PE=2 SV=1,ENSA,44,474,187,20.981,7.87,126,0.996323677,1.004006755,1.019246905,0.983424282,0.942100178,0.796854675,0.705326247,0.595450349,0.501377756,0.447207329,8
O15397,Importin-8 OS=Homo sapiens GN=IPO8 PE=1 SV=2,IPO8,85,197,1037,119.861,5.16,83,0.996323677,0.969500012,0.972596005,0.835997066,0.488657412,0.221595322,0.113209919,0.066698823,0.051147407,0.040458822,8
Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=MCCC2 PE=1 SV=1",MCCC2,104,336,563,61.294,7.68,143,0.996323677,0.967990457,0.824527555,0.755724892,0.707180768,0.637365467,0.533807148,0.4524739,0.361904804,0.226408649,8
P34896,"Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens GN=SHMT1 PE=1 SV=1",SHMT1,90,280,483,53.049,7.71,92,0.996323677,1.007457521,1.003548917,0.977471143,0.926519921,0.836013868,0.657375681,0.428530139,0.19438163,0.098134879,8
O14974,Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1,PPP1R12A,160,422,1030,115.211,5.4,96,0.996323677,0.994316085,0.93151375,0.756343106,0.524966741,0.399918739,0.316362694,0.243213451,0.210196368,0.198680339,8
P02549,"Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens GN=SPTA1 PE=1 SV=5",SPTA1,169,376,2419,279.842,5.05,148,0.996323677,0.946227662,0.731878803,0.512133847,0.301579716,0.21554827,0.130215868,0.093971013,0.073748784,0.062217968,8
Q7L2J0,7SK snRNA methylphosphate capping enzyme OS=Homo sapiens GN=MEPCE PE=1 SV=1,MEPCE,77,263,689,74.31,9.57,107,0.996323677,0.841818808,0.648249648,0.488398937,0.407050474,0.330839312,0.251546462,0.196899666,0.159863815,0.136594613,8
Q5VTR2,E3 ubiquitin-protein ligase BRE1A OS=Homo sapiens GN=RNF20 PE=1 SV=2,RNF20,146,341,975,113.592,5.94,128,0.996323677,1.005196508,0.901012205,0.753118827,0.516183951,0.259724445,0.145260348,0.082479481,0.059910164,0.047253955,8
Q7KZF4,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1,SND1,116,281,910,101.934,7.17,115,0.996323677,0.881254539,0.357026552,0.221179962,0.165265083,0.103016385,0.06666936,0.049124362,0.042657103,0.031699549,8
P46783,40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1,RPS10,47,387,165,18.886,10.15,141,0.996323677,1.020228701,1.011497202,0.968601721,0.913733766,0.809725921,0.608347191,0.381189024,0.112634871,0.092164398,8
Q9NVI1,Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4,FANCI,116,264,1328,149.229,6.74,110,0.996323677,0.942083421,0.718478926,0.424376433,0.238891634,0.1400548,0.08386437,0.060865851,0.050792981,0.040627333,8
P49366,Deoxyhypusine synthase OS=Homo sapiens GN=DHPS PE=1 SV=1,DHPS,74,336,369,40.945,5.36,124,0.996323677,0.999309701,1.025382768,0.994750781,0.998999649,0.877073463,0.733541838,0.524501864,0.298057234,0.150823994,8
P61086,Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens GN=UBE2K PE=1 SV=3,UBE2K,62,383,200,22.393,5.44,171,0.996323677,1.008435043,1.028140722,0.982619901,0.892925931,0.761626,0.464830015,0.150940951,0.085646984,0.059425676,8
Q9UEE9,Craniofacial development protein 1 OS=Homo sapiens GN=CFDP1 PE=1 SV=1,CFDP1,59,271,299,33.573,4.81,117,0.996323677,0.983586175,1.014797968,0.969070012,0.984282315,0.93551792,0.857760153,0.753510309,0.652178809,0.614060458,8
P22033,"Methylmalonyl-CoA mutase, mitochondrial OS=Homo sapiens GN=MUT PE=1 SV=4",MUT,85,216,750,83.082,6.93,92,0.996323677,1.003830827,0.973441109,0.876166979,0.55355713,0.214336041,0.099812339,0.06115714,0.04495351,0.034547895,8
O95671,N-acetylserotonin O-methyltransferase-like protein OS=Homo sapiens GN=ASMTL PE=1 SV=3,ASMTL,96,230,621,68.813,6.07,105,0.996323677,1.003745744,0.997118863,0.898571634,0.660230114,0.366706172,0.176859469,0.108801992,0.074607176,0.061429406,8
Q6NVY1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens GN=HIBCH PE=1 SV=2",HIBCH,71,252,386,43.454,8.19,90,0.996323677,0.979759456,1.024481228,0.969333629,0.860852677,0.569409159,0.187961138,0.099220579,0.063469196,0.04919986,8
P56537,Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1,EIF6,48,417,245,26.582,4.68,164,0.996323677,1.015201805,1.023780745,0.988649235,0.908935048,0.800451305,0.613127896,0.379246453,0.171320252,0.082016561,8
Q96C36,Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens GN=PYCR2 PE=1 SV=1,PYCR2,53,338,320,33.616,7.77,119,0.996323677,0.932966067,0.855798269,0.76794669,0.67995326,0.562072693,0.445734374,0.309455893,0.181197135,0.089858878,8
P02786,Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2,TFRC,118,330,760,84.818,6.61,143,0.996323677,0.996679015,0.995923205,0.951055826,0.902541488,0.819886258,0.672067077,0.458740063,0.229907797,0.097749655,8
P55036,26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens GN=PSMD4 PE=1 SV=1,PSMD4,35,170,377,40.711,4.79,31,0.996323677,1.008339356,0.986889279,0.846026147,0.631894108,0.473293646,0.37044139,0.241554614,0.136676124,0.101654661,4
Q9Y6E0,Isoform A of Serine/threonine-protein kinase 24 OS=Homo sapiens GN=STK24,STK24,80,235,431,47.883,5.43,58,0.996323677,0.97246726,0.968537285,0.836195576,0.519490059,0.27775258,0.174231197,0.119710605,0.086052776,0.067296526,8
Q7Z2W4,Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC3HAV1 PE=1 SV=3,ZC3HAV1,131,363,902,101.367,8.4,124,0.996323677,0.961060144,0.830494473,0.665130661,0.486628789,0.335953117,0.198512457,0.13529578,0.114328546,0.101969004,7
Q9HC35,Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens GN=EML4 PE=1 SV=3,EML4,97,286,981,108.848,6.4,118,0.996323677,0.99507647,0.937496588,0.78682182,0.467647052,0.283025086,0.176579955,0.112060216,0.085328778,0.0742225,6
P53992,Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3,SEC24C,88,235,1094,118.249,7.06,98,0.996323677,1.013264966,0.987298799,0.895741219,0.597305692,0.256705598,0.149907394,0.089923577,0.0633178,0.0556736,8
Q15291,Retinoblastoma-binding protein 5 OS=Homo sapiens GN=RBBP5 PE=1 SV=2,RBBP5,108,335,538,59.116,5.1,120,0.996323677,0.981683389,0.908986596,0.850575132,0.680014812,0.701300252,0.755425255,0.546956692,0.307173881,0.147590873,8
Q99615,DnaJ homolog subfamily C member 7 OS=Homo sapiens GN=DNAJC7 PE=1 SV=2,DNAJC7,102,337,494,56.405,6.96,141,0.996323677,0.961405089,0.824170478,0.471828856,0.209970521,0.131120937,0.07498041,0.055319498,0.045647795,0.034240699,8
O75822,Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens GN=EIF3J PE=1 SV=2,EIF3J,99,487,258,29.045,4.83,184,0.996323677,1.034748145,1.042745643,1.037864649,1.040074205,0.779392858,0.372952998,0.147256601,0.094765964,0.069189385,8
F5GZ78,Paxillin OS=Homo sapiens GN=PXN PE=2 SV=1,PXN,16,48,589,64.192,6.35,22,0.996323677,0.955974497,0.982072337,0.981132705,0.950212852,0.922708385,0.781633833,0.592156784,0.557308414,0.412805776,2
P52758,Ribonuclease UK114 OS=Homo sapiens GN=HRSP12 PE=1 SV=1,HRSP12,27,156,137,14.485,8.68,57,0.996323677,0.995682323,1.011128174,0.966579327,0.917878711,0.819021981,0.744623954,0.651081503,0.551668247,0.572672209,8
Q9NZL9,Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens GN=MAT2B PE=1 SV=1,MAT2B,91,350,334,37.528,7.36,130,0.996323677,0.987769192,0.977754604,0.908086378,0.838750566,0.714411008,0.509739617,0.18297834,0.100997118,0.066214864,8
P23327,Sarcoplasmic reticulum histidine-rich calcium-binding protein OS=Homo sapiens GN=HRC PE=2 SV=1,HRC,71,283,699,80.196,4.72,131,0.996323677,0.978527271,0.975517088,0.926203427,0.920920223,0.842617803,0.773500478,0.658508989,0.569157852,0.55738292,8
O00764,Pyridoxal kinase OS=Homo sapiens GN=PDXK PE=1 SV=1,PDXK,67,348,312,35.08,6.13,143,0.996323677,1.010753014,1.022397069,0.987651688,0.906340889,0.694436253,0.322146971,0.143397776,0.091500234,0.069195695,8
P04179,"Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens GN=SOD2 PE=1 SV=2",SOD2,34,170,222,24.707,8.25,74,0.996323677,0.993280322,0.970175677,0.968487897,0.993483909,0.945124797,0.964671961,0.78740746,0.823811779,0.795714794,8
Q7L9L4,Isoform 2 of MOB kinase activator 1B OS=Homo sapiens GN=MOB1B,MOB1B,33,327,221,25.483,6.15,118,0.996323677,0.964407563,1.014086241,0.968202476,0.959757963,0.816046656,0.575794246,0.196173245,0.084072164,0.055174796,8
Q9BXS5,Isoform 2 of AP-1 complex subunit mu-1 OS=Homo sapiens GN=AP1M1,AP1M1,106,343,435,49.809,7.61,146,0.996323677,0.990901177,1.011241052,0.951106911,0.789461718,0.56465496,0.435337253,0.216915097,0.104910049,0.065887654,8
Q6YP21,Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens GN=CCBL2 PE=1 SV=1,CCBL2,95,318,454,51.368,8.19,116,0.996323677,0.981962629,1.006043705,0.977340701,0.969844566,0.912513023,0.797097888,0.656674143,0.567517319,0.423493598,8
P33240,Cleavage stimulation factor subunit 2 OS=Homo sapiens GN=CSTF2 PE=1 SV=1,CSTF2,76,311,577,60.92,6.83,73,0.996323677,1.00336464,0.982347761,0.945860322,0.905749361,0.796591899,0.634366402,0.528387062,0.429255678,0.368430422,8
Q9NXV6,CDKN2A-interacting protein OS=Homo sapiens GN=CDKN2AIP PE=1 SV=3,CDKN2AIP,130,378,580,61.088,9.01,160,0.996323677,0.979158101,0.95811793,0.884449399,0.726456713,0.540916246,0.403582492,0.319456068,0.256509097,0.207010148,8
Q14966,Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2,ZNF638,147,325,1978,220.488,6.38,132,0.996323677,0.990939999,0.959775846,0.859738272,0.742951339,0.582633281,0.429499624,0.343051881,0.278175732,0.227467787,8
P49458,Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9 PE=1 SV=2,SRP9,39,362,86,10.105,7.97,145,0.996323677,1.003733541,1.003568057,0.962860981,0.945216408,0.846561267,0.655997065,0.391828831,0.209074818,0.111589393,8
Q5TDH0,Isoform 3 of Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2,DDI2,92,375,419,46.542,5.1,137,0.996323677,0.981175622,1.004872961,0.952164849,0.911112666,0.7698571,0.54488473,0.275485565,0.117850666,0.070249705,8
P15374,Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens GN=UCHL3 PE=1 SV=1,UCHL3,54,305,230,26.166,4.92,118,0.996323677,0.990190885,1.037714887,0.98073032,0.889518464,0.517565084,0.188357808,0.102662086,0.06583113,0.052760311,8
P12955,Xaa-Pro dipeptidase OS=Homo sapiens GN=PEPD PE=1 SV=3,PEPD,73,252,493,54.513,6,100,0.996323677,1.017544001,1.024035656,0.997440417,0.98014779,0.819522854,0.556143221,0.252534449,0.140223175,0.100607944,8
P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens GN=PRKAR2A PE=1 SV=2,PRKAR2A,80,238,404,45.49,5.07,83,0.996323677,0.990332583,0.886939579,0.781952227,0.669810627,0.540772813,0.354902167,0.152575722,0.07403254,0.057542103,8
A8MXP9,Matrin-3 OS=Homo sapiens GN=MATR3 PE=2 SV=1,MATR3,147,494,895,99.905,6.04,200,0.996323677,0.861524002,0.615745116,0.458240699,0.330546523,0.244503605,0.19289345,0.160083816,0.141970813,0.132108602,8
A0MZ66,Shootin-1 OS=Homo sapiens GN=KIAA1598 PE=1 SV=4,KIAA1598,113,275,631,71.596,5.33,117,0.996323677,1.005613769,0.992930356,0.97199946,0.80983759,0.365056929,0.204286512,0.110508034,0.080494625,0.063711519,8
Q9H479,Fructosamine-3-kinase OS=Homo sapiens GN=FN3K PE=1 SV=1,FN3K,75,323,309,35.149,7.55,120,0.996323677,0.9982873,1.016206776,0.987815833,0.927477143,0.859179405,0.736752597,0.606745935,0.386069936,0.16625151,8
Q14676,Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens GN=MDC1 PE=1 SV=3,MDC1,152,409,2089,226.529,5.47,166,0.996323677,1.004791029,0.995063196,0.95527995,0.896698993,0.760420276,0.582827068,0.412806968,0.30085611,0.273968031,8
Q00341,Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2,HDLBP,155,362,1268,141.368,6.87,137,0.996323677,0.882237087,0.370857246,0.261914955,0.192230081,0.136705854,0.092845973,0.068083806,0.052405684,0.045757632,8
P21964,Catechol O-methyltransferase OS=Homo sapiens GN=COMT PE=1 SV=2,COMT,52,231,271,30.018,5.47,95,0.996323677,0.999927961,0.964978169,0.84034619,0.58915755,0.290839175,0.169556769,0.098815862,0.072052868,0.056018806,8
P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2",TMPO,166,736,454,50.639,9.38,30,0.996323677,0.9371869,0.964252546,0.914707942,0.868504413,0.794649594,0.698498734,0.596834553,0.482059897,0.424635927,8
Q12792,Twinfilin-1 OS=Homo sapiens GN=TWF1 PE=1 SV=3,TWF1,71,209,350,40.258,6.96,58,0.996323677,1.025430332,1.000614597,1.00096664,0.958588906,0.682104499,0.187124109,0.10017272,0.061747375,0.045699518,8
Q9Y281,Cofilin-2 OS=Homo sapiens GN=CFL2 PE=1 SV=1,CFL2,39,268,166,18.725,7.88,25,0.996323677,1.013563294,1.014938902,1.008008307,1.002004632,0.878886595,0.530022434,0.187707256,0.100719093,0.078496805,8
Q9Y263,Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2,PLAA,96,217,795,87.101,6.37,90,0.996323677,0.990099243,0.940226869,0.815501761,0.504003367,0.244181053,0.130688323,0.084763708,0.062138373,0.04796771,8
P14866,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2,HNRNPL,74,374,589,64.092,8.22,148,0.996323677,0.937507914,0.461091642,0.240120807,0.158011782,0.095753962,0.068088024,0.050652547,0.043671724,0.035393604,8
P40818,Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens GN=USP8 PE=1 SV=1,USP8,124,301,1118,127.444,8.51,29,0.996323677,0.95423234,0.944744411,0.760613966,0.399226874,0.222123042,0.119568349,0.083910606,0.075651189,0.064032395,8
O95372,Acyl-protein thioesterase 2 OS=Homo sapiens GN=LYPLA2 PE=1 SV=1,LYPLA2,55,371,231,24.721,7.23,151,0.996323677,1.004638623,1.013382233,0.968701181,0.934663032,0.787784268,0.560773022,0.237828455,0.107676645,0.076692063,8
P62316,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1,SNRPD2,48,622,118,13.518,9.91,243,0.996323677,1.02983581,1.005663431,1.005252362,0.991950534,0.881483186,0.692486189,0.370199261,0.188422678,0.149773617,8
P17655,Calpain-2 catalytic subunit OS=Homo sapiens GN=CAPN2 PE=1 SV=6,CAPN2,98,458,700,79.945,4.98,200,0.996323677,1.011607841,1.019148418,0.983942023,0.908197484,0.746473641,0.381844499,0.14552883,0.098024429,0.079220559,8
Q9Y613,FH1/FH2 domain-containing protein 1 OS=Homo sapiens GN=FHOD1 PE=1 SV=3,FHOD1,136,325,1164,126.473,6.39,134,0.996323677,0.96880864,0.882982561,0.738245697,0.468199528,0.241954182,0.148441784,0.090243918,0.06620237,0.053525275,8
O75390,"Citrate synthase, mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2",CS,81,558,466,51.68,8.32,135,0.996323677,0.976448024,0.97026578,0.86025065,0.622527681,0.312125969,0.143089293,0.088940436,0.060530627,0.049009332,8
Q9Y5K8,V-type proton ATPase subunit D OS=Homo sapiens GN=ATP6V1D PE=1 SV=1,ATP6V1D,60,200,247,28.245,9.36,86,0.996323677,1.006945024,1.007425348,0.97819928,0.938688057,0.846799612,0.730708528,0.531510281,0.343253233,0.167055811,8
O95218,Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens GN=ZRANB2 PE=1 SV=2,ZRANB2,111,425,330,37.382,10.01,178,0.996323677,1.015635864,1.021526214,1.004041947,0.98004028,0.987820715,0.928002977,0.824409318,0.720730203,0.621586997,8
P21980,Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens GN=TGM2 PE=1 SV=2,TGM2,127,475,687,77.28,5.22,201,0.996323677,0.975349656,0.861964765,0.68718097,0.374436095,0.184668189,0.105374379,0.066308349,0.050225616,0.039496477,8
G3XAH0,"HCG2002594, isoform CRA_c OS=Homo sapiens GN=SEPT5 PE=3 SV=1",SEPT5,84,438,378,43.817,6.67,108,0.996323677,1.000688025,1.001632429,0.958702744,0.88826935,0.654815838,0.274096121,0.118394865,0.08220531,0.058749032,8
Q5T8P6,RNA-binding protein 26 OS=Homo sapiens GN=RBM26 PE=1 SV=3,RBM26,89,223,1007,113.527,9.16,87,0.996323677,0.957836387,0.82690455,0.670543629,0.522743431,0.356708138,0.225981303,0.146275892,0.105274761,0.082742832,8
P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1,PPP2R2A,91,337,447,51.659,6.2,107,0.996323677,0.975455198,0.992221036,0.963387727,0.899695811,0.777880325,0.400676766,0.149944072,0.081732338,0.063398899,8
Q9BUI4,DNA-directed RNA polymerase III subunit RPC3 OS=Homo sapiens GN=POLR3C PE=1 SV=1,POLR3C,81,223,534,60.573,7.31,83,0.996323677,1.000565407,0.939076291,0.795688628,0.616941325,0.467233055,0.265622047,0.126504791,0.083612174,0.065211567,8
O95747,Serine/threonine-protein kinase OSR1 OS=Homo sapiens GN=OXSR1 PE=1 SV=1,OXSR1,66,202,527,57.986,6.43,90,0.996323677,0.743043298,0.327223389,0.21841209,0.146509078,0.100447476,0.068509931,0.053375666,0.046584021,0.037739082,8
O95793,Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=2,STAU1,64,168,577,63.143,9.44,59,0.996323677,1.003170278,0.92907163,0.848080196,0.721292222,0.560883148,0.416579322,0.297639046,0.257842823,0.187786495,8
Q9NRF9,DNA polymerase epsilon subunit 3 OS=Homo sapiens GN=POLE3 PE=1 SV=1,POLE3,39,162,147,16.849,4.74,59,0.996323677,0.993186822,0.996411114,0.97037075,0.808751216,0.595607436,0.398665526,0.260667587,0.20144194,0.16134405,8
P23368,"NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens GN=ME2 PE=1 SV=1",ME2,81,240,584,65.402,7.61,93,0.996323677,1.00103475,1.004952892,0.912291051,0.633942819,0.381325471,0.202280212,0.111818029,0.082434497,0.063150244,8
O14802,DNA-directed RNA polymerase III subunit RPC1 OS=Homo sapiens GN=POLR3A PE=1 SV=2,POLR3A,170,383,1390,155.542,8.48,143,0.996323677,0.972106103,0.916082528,0.717785164,0.406511161,0.243597623,0.132731933,0.085386056,0.06502515,0.049052488,8
O00743,Isoform 3 of Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens GN=PPP6C,PPP6C,58,308,342,38.921,6.18,116,0.996323677,0.96346706,0.971533183,0.910065202,0.880614586,0.726992612,0.597324528,0.468830184,0.322242281,0.219849917,8
Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA PE=1 SV=1,PPP3CA,105,406,521,58.65,5.86,102,0.996323677,0.994656911,0.998818176,0.934957718,0.892954678,0.775681736,0.618564078,0.497418348,0.35041374,0.222786374,8
P53004,Biliverdin reductase A OS=Homo sapiens GN=BLVRA PE=1 SV=2,BLVRA,61,275,296,33.407,6.44,122,0.996323677,1.019248524,1.020248159,0.956379743,0.804972333,0.379618155,0.142610243,0.076567933,0.052016195,0.04100659,8
P30050,60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1,RPL12,53,297,165,17.808,9.42,128,0.996323677,1.084689761,0.999230915,0.979580586,0.94059963,0.939920892,0.863440834,0.536324315,0.162094495,0.097863111,8
Q6IA86,Isoform 6 of Elongator complex protein 2 OS=Homo sapiens GN=ELP2,ELP2,98,259,891,99.924,6.42,109,0.996323677,0.984351779,0.965510844,0.888150247,0.7099916,0.428654007,0.174063745,0.111087819,0.072347473,0.05428247,8
P41236,Protein phosphatase inhibitor 2 OS=Homo sapiens GN=PPP1R2 PE=1 SV=2,PPP1R2,48,256,205,23.001,4.74,106,0.996323677,0.995868863,1.016339393,0.995837172,1.014674914,0.955626924,0.881640058,0.783885319,0.708976124,0.59156539,8
P61201,Isoform 2 of COP9 signalosome complex subunit 2 OS=Homo sapiens GN=COPS2,COPS2,93,451,450,52.371,5.47,174,0.996323677,1.012834646,0.998471625,0.951775742,0.890280854,0.665019545,0.269028836,0.126967374,0.07285829,0.054283545,8
P28340,DNA polymerase delta catalytic subunit OS=Homo sapiens GN=POLD1 PE=1 SV=2,POLD1,137,347,1107,123.553,7.03,139,0.996323677,0.914040672,0.784962038,0.646673002,0.424973128,0.311870028,0.198444936,0.098482263,0.067185051,0.052710056,8
Q8TC07,TBC1 domain family member 15 OS=Homo sapiens GN=TBC1D15 PE=1 SV=2,TBC1D15,123,309,691,79.44,5.67,140,0.996323677,0.979684399,0.939634131,0.839248459,0.560517343,0.285278514,0.152200834,0.090899181,0.069064737,0.060981657,8
O43314,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens GN=PPIP5K2 PE=1 SV=3,PPIP5K2,143,360,1243,140.318,8.22,103,0.996323677,0.972566113,0.944478045,0.840178609,0.503738942,0.236292619,0.128140856,0.082008038,0.063030988,0.049525506,8
