Accession,Description,GeneName,Peptides.DMSO,PSMs.DMSO,AAs.DMSO,MW.kDA.DMSO,pI.DMSO,QuantifyingPSMs.DMSO,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
O43929,Origin recognition complex subunit 4 OS=Homo sapiens GN=ORC4 PE=1 SV=2,ORC4,2,4,436,50.345,8,2,0.993,0.981,0.858,0.487,0.269,0.148,0.077,0.058,0.058,0.056
O60216,Double-strand-break repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2,RAD21,11,42,631,71.645,4.65,16,0.993,1.050,0.952,0.929,0.832,0.589,0.278,0.140,0.098,0.074
O60220,Mitochondrial import inner membrane translocase subunit Tim8 A OS=Homo sapiens GN=TIMM8A PE=1 SV=1,TIMM8A,4,16,97,10.991,5.16,8,0.993,1.086,0.992,1.007,0.994,0.826,0.683,0.565,0.431,0.351
O60231,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens GN=DHX16 PE=1 SV=2,DHX16,13,29,1041,119.189,6.8,12,0.993,1.006,0.936,0.720,0.467,0.259,0.180,0.113,0.107,0.092
O60232,Sjoegren syndrome/scleroderma autoantigen 1 OS=Homo sapiens GN=SSSCA1 PE=1 SV=1,SSSCA1,10,30,199,21.461,5.24,14,0.993,0.998,0.915,0.940,0.834,0.658,0.596,0.449,0.307,0.261
O60234,Glia maturation factor gamma OS=Homo sapiens GN=GMFG PE=1 SV=1,GMFG,7,29,142,16.79,5.26,7,0.993,0.992,0.980,0.813,0.570,0.427,0.210,0.148,0.105,0.088
O60244,Mediator of RNA polymerase II transcription subunit 14 OS=Homo sapiens GN=MED14 PE=1 SV=2,MED14,2,6,1454,160.504,8.73,3,0.993,1.021,0.984,0.758,0.464,0.265,0.185,0.140,0.119,0.107
O60256,Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens GN=PRPSAP2 PE=1 SV=1,PRPSAP2,18,56,369,40.899,7.44,19,0.993,1.015,0.975,0.923,0.797,0.641,0.526,0.395,0.232,0.113
O60264,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1,SMARCA5,19,41,1052,121.828,8.09,14,0.993,1.008,0.897,0.506,0.331,0.158,0.095,0.062,0.049,0.066
O60268,Uncharacterized protein KIAA0513 OS=Homo sapiens GN=KIAA0513 PE=2 SV=1,KIAA0513,1,2,411,46.609,5.06,1,0.993,1.003,0.969,0.708,0.325,0.095,0.049,0.012,0.032,0.041
O60271,C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4,SPAG9,29,77,1321,146.115,5.15,16,0.993,0.959,0.913,0.752,0.396,0.233,0.176,0.107,0.075,0.063
O60282,Kinesin heavy chain isoform 5C OS=Homo sapiens GN=KIF5C PE=1 SV=1,KIF5C,5,14,957,109.427,6.19,2,0.993,0.975,0.960,0.903,0.695,0.290,0.056,0.007,0.006,0.018
O60294,Leucine carboxyl methyltransferase 2 OS=Homo sapiens GN=LCMT2 PE=1 SV=3,LCMT2,1,2,686,75.554,6.73,1,0.993,0.999,0.867,0.724,0.613,0.418,0.319,0.266,0.189,0.138
O60306,Intron-binding protein aquarius OS=Homo sapiens GN=AQR PE=1 SV=4,AQR,26,58,1485,171.186,6.37,25,0.993,0.937,0.696,0.547,0.416,0.260,0.141,0.088,0.071,0.062
O60333,Isoform 4 of Kinesin-like protein KIF1B OS=Homo sapiens GN=KIF1B,KIF1B,3,5,1823,205.012,5.52,1,0.993,0.952,0.820,0.603,0.384,0.263,0.126,0.136,0.143,0.104
O60343,TBC1 domain family member 4 OS=Homo sapiens GN=TBC1D4 PE=1 SV=2,TBC1D4,13,36,1298,146.471,7.01,12,0.993,0.980,0.889,0.764,0.519,0.325,0.180,0.125,0.094,0.095
O60344,Isoform D of Endothelin-converting enzyme 2 OS=Homo sapiens GN=ECE2,ECE2,2,4,255,28.288,6.05,1,0.993,0.918,0.847,0.510,0.305,0.166,0.133,0.115,0.086,0.072
O60361,Putative nucleoside diphosphate kinase OS=Homo sapiens GN=NME2P1 PE=5 SV=1,NME2P1,12,161,137,15.519,8.57,21,0.993,0.924,0.968,0.925,0.865,0.625,0.680,0.574,0.509,0.447
O60493,Sorting nexin-3 OS=Homo sapiens GN=SNX3 PE=1 SV=3,SNX3,6,52,162,18.751,8.66,16,0.993,0.913,0.729,0.456,0.326,0.170,0.137,0.112,0.077,0.058
O60502,Bifunctional protein NCOAT OS=Homo sapiens GN=MGEA5 PE=1 SV=2,MGEA5,12,34,916,102.849,4.91,14,0.993,0.940,0.863,0.769,0.676,0.439,0.237,0.083,0.051,0.055
O60504,Vinexin OS=Homo sapiens GN=SORBS3 PE=1 SV=2,SORBS3,1,2,671,75.295,9.45,1,0.993,0.957,0.975,0.844,0.554,0.302,0.139,0.089,0.074,0.061
O60506,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2,SYNCRIP,72,563,623,69.56,8.59,106,0.993,0.954,0.922,0.812,0.586,0.333,0.168,0.111,0.076,0.071
O60508,Pre-mRNA-processing factor 17 OS=Homo sapiens GN=CDC40 PE=1 SV=1,CDC40,2,6,579,65.479,7.06,2,0.993,1.042,1.054,1.132,0.941,0.635,0.372,0.238,0.197,0.151
O60524,Nuclear export mediator factor NEMF OS=Homo sapiens GN=NEMF PE=1 SV=4,NEMF,25,64,1076,122.878,6.35,25,0.993,0.993,0.884,0.694,0.363,0.259,0.125,0.100,0.073,0.074
O60547,"GDP-mannose 4,6 dehydratase OS=Homo sapiens GN=GMDS PE=1 SV=1",GMDS,14,41,372,41.923,7.31,15,0.993,0.998,0.956,0.903,0.824,0.588,0.566,0.456,0.257,0.137
O60563,Cyclin-T1 OS=Homo sapiens GN=CCNT1 PE=1 SV=1,CCNT1,12,31,726,80.634,8.78,7,0.993,0.997,0.913,0.769,0.602,0.417,0.249,0.214,0.152,0.129
O60566,Isoform 3 of Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens GN=BUB1B,BUB1B,21,63,1064,121.31,5.36,22,0.993,0.998,0.906,0.627,0.367,0.241,0.151,0.115,0.073,0.073
O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Homo sapiens GN=PLOD3 PE=1 SV=1",PLOD3,16,39,738,84.731,6.05,14,0.993,0.946,0.849,0.739,0.680,0.512,0.305,0.185,0.134,0.110
O60573,Eukaryotic translation initiation factor 4E type 2 OS=Homo sapiens GN=EIF4E2 PE=1 SV=1,EIF4E2,1,2,245,28.344,8.88,1,0.993,0.924,0.821,0.623,0.318,0.164,0.086,0.062,0.054,0.059
O60613,15 kDa selenoprotein OS=Homo sapiens GN=SEP15 PE=1 SV=3,SEP15,4,12,162,17.78,5.03,6,0.993,0.943,0.863,0.789,0.698,0.493,0.220,0.210,0.176,0.152
O60645,Exocyst complex component 3 OS=Homo sapiens GN=EXOC3 PE=1 SV=2,EXOC3,3,6,756,86.79,6.11,2,0.993,1.116,0.973,0.798,0.603,0.506,0.278,0.232,0.182,0.161
O60664,Perilipin-3 OS=Homo sapiens GN=PLIN3 PE=1 SV=3,PLIN3,44,358,434,47.046,5.44,102,0.993,1.286,0.988,1.002,0.871,0.726,0.472,0.314,0.193,0.151
O60671,Cell cycle checkpoint protein RAD1 OS=Homo sapiens GN=RAD1 PE=1 SV=1,RAD1,6,19,282,31.807,4.83,4,0.993,0.966,0.870,0.720,0.598,0.444,0.266,0.214,0.138,0.091
O60678,Protein arginine N-methyltransferase 3 OS=Homo sapiens GN=PRMT3 PE=1 SV=3,PRMT3,13,42,531,59.838,5.35,19,0.993,0.968,0.936,0.820,0.483,0.223,0.163,0.099,0.078,0.073
O60701,UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1,UGDH,15,63,494,54.989,7.12,16,0.993,1.008,0.917,0.857,0.674,0.453,0.250,0.149,0.093,0.088
O60716,Catenin delta-1 OS=Homo sapiens GN=CTNND1 PE=1 SV=1,CTNND1,12,27,968,108.103,6.23,8,0.993,0.989,0.689,0.458,0.355,0.306,0.171,0.159,0.098,0.055
O60732,Melanoma-associated antigen C1 OS=Homo sapiens GN=MAGEC1 PE=1 SV=3,MAGEC1,6,13,1142,123.568,4.3,7,0.993,0.961,0.806,0.594,0.408,0.268,0.200,0.133,0.116,0.079
O60749,Sorting nexin-2 OS=Homo sapiens GN=SNX2 PE=1 SV=2,SNX2,18,56,519,58.435,5.12,16,0.993,1.015,0.913,0.767,0.481,0.287,0.126,0.084,0.078,0.060
O60763,Isoform 2 of General vesicular transport factor p115 OS=Homo sapiens GN=USO1,USO1,32,124,973,109.127,4.89,50,0.993,0.989,1.002,0.878,0.600,0.263,0.104,0.074,0.043,0.046
O60783,"28S ribosomal protein S14, mitochondrial OS=Homo sapiens GN=MRPS14 PE=1 SV=1",MRPS14,1,2,128,15.129,11.41,1,0.993,1.306,1.026,0.904,0.650,0.717,0.273,0.240,0.173,0.136
O60825,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 OS=Homo sapiens GN=PFKFB2 PE=1 SV=2",PFKFB2,12,36,505,58.44,8.38,10,0.993,1.018,0.986,0.904,0.785,0.558,0.334,0.183,0.145,0.118
O60826,Coiled-coil domain-containing protein 22 OS=Homo sapiens GN=CCDC22 PE=1 SV=1,CCDC22,5,9,627,70.712,6.74,2,0.993,1.053,0.934,0.720,0.452,0.280,0.180,0.105,0.115,0.090
O60828,Polyglutamine-binding protein 1 OS=Homo sapiens GN=PQBP1 PE=1 SV=1,PQBP1,15,61,265,30.454,6.33,25,0.993,1.016,1.024,0.953,0.888,0.677,0.614,0.492,0.366,0.310
O60832,H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3,DKC1,10,25,514,57.638,9.42,9,0.993,0.978,0.889,0.840,0.654,0.463,0.297,0.216,0.151,0.122
O60841,Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4,EIF5B,61,288,1220,138.742,5.49,122,0.993,0.959,0.968,0.846,0.590,0.316,0.154,0.105,0.075,0.060
O60869,Endothelial differentiation-related factor 1 OS=Homo sapiens GN=EDF1 PE=1 SV=1,EDF1,10,86,148,16.359,9.95,32,0.993,0.983,1.025,1.009,0.948,0.706,0.747,0.682,0.625,0.582
O60870,DNA/RNA-binding protein KIN17 OS=Homo sapiens GN=KIN PE=1 SV=2,KIN,2,3,393,45.345,8.95,2,0.993,1.018,0.897,0.607,0.349,0.338,0.231,0.146,0.092,0.074
O60884,DnaJ homolog subfamily A member 2 OS=Homo sapiens GN=DNAJA2 PE=1 SV=1,DNAJA2,13,38,412,45.717,6.48,18,0.993,0.915,0.755,0.558,0.343,0.175,0.080,0.044,0.029,0.035
O60885,Bromodomain-containing protein 4 OS=Homo sapiens GN=BRD4 PE=1 SV=2,BRD4,18,50,1362,152.124,9.19,16,0.993,0.881,0.695,0.420,0.350,0.251,0.160,0.123,0.105,0.068
O60888,Isoform A of Protein CutA OS=Homo sapiens GN=CUTA,CUTA,5,25,198,20.912,5.48,11,0.993,1.079,0.984,1.004,1.002,0.916,0.814,0.805,0.713,0.641
O60907,F-box-like/WD repeat-containing protein TBL1X OS=Homo sapiens GN=TBL1X PE=1 SV=3,TBL1X,11,35,577,62.456,6.55,2,0.993,0.888,0.840,0.723,0.598,0.430,0.292,0.175,0.083,0.062
O60921,Checkpoint protein HUS1 OS=Homo sapiens GN=HUS1 PE=1 SV=1,HUS1,2,4,280,31.67,6.84,2,0.993,0.905,0.929,0.800,0.715,0.521,0.392,0.223,0.125,0.086
O60925,Prefoldin subunit 1 OS=Homo sapiens GN=PFDN1 PE=1 SV=2,PFDN1,6,35,122,14.202,6.81,7,0.993,1.001,1.000,0.969,1.009,0.807,0.769,0.634,0.403,0.254
O60927,Protein phosphatase 1 regulatory subunit 11 OS=Homo sapiens GN=PPP1R11 PE=1 SV=1,PPP1R11,4,16,126,13.944,7.01,4,0.993,1.026,0.969,0.970,0.757,0.647,0.501,0.441,0.351,0.291
O60934,Nibrin OS=Homo sapiens GN=NBN PE=1 SV=1,NBN,23,63,754,84.906,6.9,19,0.993,1.026,0.904,0.695,0.433,0.277,0.215,0.170,0.123,0.086
O60942,mRNA-capping enzyme OS=Homo sapiens GN=RNGTT PE=1 SV=1,RNGTT,6,16,597,68.513,8.13,6,0.993,1.027,0.804,0.563,0.308,0.215,0.070,0.068,0.037,0.050
O75044,SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens GN=SRGAP2 PE=1 SV=2,SRGAP2,6,12,1071,120.805,6.7,4,0.993,1.028,1.002,0.714,0.601,0.338,0.249,0.161,0.117,0.074
O75061,Isoform 2 of Putative tyrosine-protein phosphatase auxilin OS=Homo sapiens GN=DNAJC6,DNAJC6,7,14,970,105.608,7.47,7,0.993,0.955,0.977,0.874,0.686,0.416,0.242,0.128,0.086,0.093
O75074,Low-density lipoprotein receptor-related protein 3 OS=Homo sapiens GN=LRP3 PE=2 SV=2,LRP3,1,2,770,82.831,6.21,1,0.993,1.062,0.968,1.006,0.977,0.896,0.599,0.364,0.127,0.181
O75081,Protein CBFA2T3 OS=Homo sapiens GN=CBFA2T3 PE=1 SV=2,CBFA2T3,8,22,653,71.148,8.18,10,0.993,0.818,0.555,0.422,0.293,0.202,0.123,0.096,0.065,0.071
O75083,WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4,WDR1,24,180,606,66.152,6.65,68,0.993,0.955,0.931,0.839,0.637,0.349,0.148,0.070,0.054,0.052
O75113,NEDD4-binding protein 1 OS=Homo sapiens GN=N4BP1 PE=1 SV=4,N4BP1,4,7,896,100.316,5.36,3,0.993,1.014,0.888,0.675,0.373,0.266,0.121,0.116,0.092,0.073
O75116,Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4,ROCK2,41,110,1388,160.799,6.02,47,0.993,0.989,0.922,0.760,0.401,0.235,0.140,0.104,0.079,0.070
O75131,Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1,CPNE3,17,51,537,60.092,5.85,19,0.993,0.970,0.977,0.882,0.639,0.366,0.162,0.100,0.066,0.064
O75143,Isoform 5 of Autophagy-related protein 13 OS=Homo sapiens GN=ATG13,ATG13,2,6,550,60.117,5.29,2,0.993,0.978,0.767,0.599,0.551,0.418,0.320,0.353,0.239,0.213
O75146,Huntingtin-interacting protein 1-related protein OS=Homo sapiens GN=HIP1R PE=1 SV=2,HIP1R,9,17,1068,119.315,6.67,8,0.993,0.962,0.918,0.764,0.459,0.306,0.195,0.152,0.090,0.101
O75147,Obscurin-like protein 1 OS=Homo sapiens GN=OBSL1 PE=1 SV=4,OBSL1,2,4,1896,206.817,5.63,2,0.993,1.058,0.816,0.657,0.519,0.414,0.225,0.174,0.125,0.108
O75150,E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens GN=RNF40 PE=1 SV=4,RNF40,23,58,1001,113.581,6.23,24,0.993,0.964,0.773,0.400,0.255,0.205,0.106,0.077,0.080,0.081
O75152,Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens GN=ZC3H11A PE=1 SV=3,ZC3H11A,10,20,810,89.076,8.37,10,0.993,0.977,0.791,0.511,0.314,0.207,0.148,0.071,0.062,0.068
O75153,Clustered mitochondria protein homolog OS=Homo sapiens GN=CLUH PE=1 SV=2,CLUH,40,140,1309,146.577,6.13,26,0.993,0.982,0.900,0.712,0.411,0.278,0.128,0.098,0.085,0.068
O75155,Cullin-associated NEDD8-dissociated protein 2 OS=Homo sapiens GN=CAND2 PE=1 SV=3,CAND2,4,28,1236,135.171,5.68,1,0.993,1.137,1.145,0.674,0.556,0.795,0.302,0.334,0.395,0.424
O75157,TSC22 domain family protein 2 OS=Homo sapiens GN=TSC22D2 PE=1 SV=3,TSC22D2,5,14,780,79.179,5.02,3,0.993,1.014,0.917,0.869,0.700,0.560,0.375,0.339,0.283,0.197
O75165,DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5,DNAJC13,2,4,2243,254.252,6.74,2,0.993,1.034,0.976,0.808,0.650,0.408,0.334,0.213,0.086,0.101
O75167,Isoform 4 of Phosphatase and actin regulator 2 OS=Homo sapiens GN=PHACTR2,PHACTR2,3,8,645,70.684,8.38,4,0.993,1.065,0.976,0.861,0.791,0.636,0.396,0.334,0.269,0.234
O75170,Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Homo sapiens GN=PPP6R2 PE=1 SV=2,PPP6R2,5,10,966,104.876,4.87,4,0.993,1.100,0.952,0.914,0.822,0.635,0.433,0.238,0.133,0.088
O75175,CCR4-NOT transcription complex subunit 3 OS=Homo sapiens GN=CNOT3 PE=1 SV=1,CNOT3,12,38,753,81.822,6.2,13,0.993,1.000,0.927,0.762,0.518,0.338,0.176,0.108,0.083,0.052
O75177,Calcium-responsive transactivator OS=Homo sapiens GN=SS18L1 PE=1 SV=2,SS18L1,2,4,396,42.964,6.44,2,0.993,0.912,0.645,0.293,0.209,0.126,0.097,0.062,0.053,0.076
O75179,Ankyrin repeat domain-containing protein 17 OS=Homo sapiens GN=ANKRD17 PE=1 SV=3,ANKRD17,21,67,2603,274.088,6.52,13,0.993,1.016,0.864,0.615,0.393,0.315,0.134,0.110,0.080,0.078
O75190,DnaJ homolog subfamily B member 6 OS=Homo sapiens GN=DNAJB6 PE=1 SV=2,DNAJB6,11,32,326,36.065,9.16,13,0.993,0.922,0.709,0.554,0.363,0.235,0.131,0.101,0.070,0.076
O75191,Xylulose kinase OS=Homo sapiens GN=XYLB PE=1 SV=3,XYLB,1,2,536,58.345,5.86,1,0.993,1.025,1.092,0.752,0.590,0.419,0.242,0.180,0.086,0.086
O75208,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens GN=COQ9 PE=1 SV=1",COQ9,5,12,318,35.487,5.94,4,0.993,1.020,0.828,0.825,0.626,0.500,0.251,0.211,0.142,0.106
O75223,Gamma-glutamylcyclotransferase OS=Homo sapiens GN=GGCT PE=1 SV=1,GGCT,12,87,188,20.994,5.14,36,0.993,1.004,0.961,0.939,0.814,0.639,0.422,0.163,0.089,0.066
O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens GN=NDUFS2 PE=1 SV=2",NDUFS2,2,4,463,52.512,7.55,2,0.993,0.847,0.918,0.705,0.570,0.342,0.334,0.168,0.103,0.075
O75312,Zinc finger protein ZPR1 OS=Homo sapiens GN=ZNF259 PE=1 SV=1,ZNF259,22,91,459,50.893,4.73,26,0.993,0.988,0.949,0.891,0.741,0.475,0.245,0.123,0.084,0.080
O75323,Protein NipSnap homolog 2 OS=Homo sapiens GN=GBAS PE=1 SV=1,GBAS,9,22,286,33.721,9.36,8,0.993,0.914,0.927,0.932,0.803,0.510,0.265,0.125,0.064,0.064
O75330,Isoform 3 of Hyaluronan mediated motility receptor OS=Homo sapiens GN=HMMR,HMMR,18,46,725,84.177,5.9,18,0.993,1.028,0.852,0.598,0.320,0.233,0.138,0.092,0.073,0.071
O75340,Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1,PDCD6,7,21,191,21.855,5.4,7,0.993,0.969,1.039,0.894,0.708,0.473,0.263,0.173,0.124,0.099
O75348,V-type proton ATPase subunit G 1 OS=Homo sapiens GN=ATP6V1G1 PE=1 SV=3,ATP6V1G1,8,26,118,13.749,8.79,14,0.993,0.982,0.947,0.901,0.757,0.524,0.348,0.228,0.173,0.122
O75351,Vacuolar protein sorting-associated protein 4B OS=Homo sapiens GN=VPS4B PE=1 SV=2,VPS4B,12,44,444,49.271,7.23,7,0.993,1.014,0.995,0.933,0.650,0.398,0.167,0.132,0.109,0.069
O75362,Zinc finger protein 217 OS=Homo sapiens GN=ZNF217 PE=1 SV=1,ZNF217,6,12,1048,115.199,8.48,6,0.993,0.984,0.921,0.871,0.616,0.399,0.268,0.173,0.143,0.089
O75368,SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens GN=SH3BGRL PE=1 SV=1,SH3BGRL,8,74,114,12.766,5.25,29,0.993,0.962,1.000,0.969,0.832,0.547,0.418,0.265,0.202,0.159
O75369,Isoform 8 of Filamin-B OS=Homo sapiens GN=FLNB,FLNB,127,491,2633,281.459,5.71,165,0.993,0.958,0.948,0.864,0.645,0.369,0.173,0.102,0.069,0.069
O75376,Nuclear receptor corepressor 1 OS=Homo sapiens GN=NCOR1 PE=1 SV=2,NCOR1,12,22,2440,270.044,7.11,7,0.993,0.944,0.836,0.690,0.537,0.391,0.242,0.157,0.131,0.088
O75380,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Homo sapiens GN=NDUFS6 PE=1 SV=1",NDUFS6,6,29,124,13.703,8.28,14,0.993,1.005,0.950,0.987,1.060,0.827,0.808,0.715,0.626,0.547
O75381,Peroxisomal membrane protein PEX14 OS=Homo sapiens GN=PEX14 PE=1 SV=1,PEX14,6,14,377,41.212,4.94,6,0.993,0.973,0.992,0.910,0.731,0.606,0.529,0.515,0.496,0.331
O75390,"Citrate synthase, mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2",CS,19,166,466,51.68,8.32,55,0.993,0.923,0.900,0.800,0.706,0.406,0.191,0.068,0.038,0.041
O75391,Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=2,SPAG7,9,31,227,26.018,7.91,12,0.993,1.045,0.988,0.938,0.817,0.677,0.498,0.404,0.283,0.223
O75394,"39S ribosomal protein L33, mitochondrial OS=Homo sapiens GN=MRPL33 PE=1 SV=1",MRPL33,2,4,65,7.614,10.8,2,0.993,0.821,0.894,0.746,0.539,0.318,0.246,0.145,0.167,0.095
O75396,Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4,SEC22B,3,6,215,24.578,6.92,3,0.993,1.028,0.926,0.965,0.806,0.632,0.331,0.143,0.091,0.083
O75400,Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens GN=PRPF40A PE=1 SV=2,PRPF40A,11,35,957,108.737,7.56,14,0.993,1.018,0.770,0.553,0.382,0.280,0.196,0.190,0.141,0.118
O75410,Isoform 2 of Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens GN=TACC1,TACC1,8,18,817,89.163,4.88,9,0.993,1.214,0.902,0.923,0.747,0.651,0.465,0.352,0.249,0.195
O75414,Nucleoside diphosphate kinase 6 OS=Homo sapiens GN=NME6 PE=1 SV=3,NME6,3,10,186,21.129,8.32,4,0.993,1.058,0.953,0.870,0.729,0.669,0.452,0.404,0.288,0.260
O75427,Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Homo sapiens GN=LRCH4 PE=1 SV=2,LRCH4,2,4,683,73.405,8.22,2,0.993,0.931,0.889,0.663,0.464,0.302,0.270,0.151,0.090,0.079
O75436,Vacuolar protein sorting-associated protein 26A OS=Homo sapiens GN=VPS26A PE=1 SV=2,VPS26A,17,81,327,38.146,6.57,29,0.993,0.975,0.996,0.930,0.811,0.528,0.320,0.157,0.088,0.074
O75439,Mitochondrial-processing peptidase subunit beta OS=Homo sapiens GN=PMPCB PE=1 SV=2,PMPCB,23,116,489,54.331,6.83,44,0.993,0.931,0.920,0.833,0.621,0.333,0.170,0.109,0.081,0.072
O75446,Histone deacetylase complex subunit SAP30 OS=Homo sapiens GN=SAP30 PE=1 SV=1,SAP30,2,4,220,23.292,9.17,2,0.993,0.851,0.741,0.448,0.276,0.149,0.091,0.091,0.071,0.078
O75449,Katanin p60 ATPase-containing subunit A1 OS=Homo sapiens GN=KATNA1 PE=1 SV=1,KATNA1,8,19,491,55.929,6.9,9,0.993,0.989,0.943,0.766,0.534,0.306,0.158,0.132,0.110,0.085
O75459,G antigen family B member 1 OS=Homo sapiens GN=PAGE1 PE=1 SV=2,PAGE1,6,22,146,16.14,4.22,11,0.993,1.014,0.879,0.884,0.895,0.760,0.627,0.604,0.497,0.409
O75475,PC4 and SFRS1-interacting protein OS=Homo sapiens GN=PSIP1 PE=1 SV=1,PSIP1,15,50,530,60.067,9.13,13,0.993,1.015,1.000,0.830,0.648,0.435,0.325,0.260,0.192,0.140
O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens GN=NDUFS3 PE=1 SV=1",NDUFS3,3,6,264,30.223,7.5,2,0.993,1.035,0.801,0.787,0.655,0.498,0.396,0.201,0.162,0.085
O75496,Geminin OS=Homo sapiens GN=GMNN PE=1 SV=1,GMNN,7,28,209,23.551,4.96,14,0.993,0.960,1.004,0.974,0.870,0.622,0.569,0.523,0.426,0.376
O75506,Heat shock factor-binding protein 1 OS=Homo sapiens GN=HSBP1 PE=1 SV=1,HSBP1,3,17,76,8.538,4.36,8,0.993,0.973,0.915,0.841,0.690,0.562,0.407,0.337,0.274,0.218
O75521,"Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens GN=ECI2 PE=1 SV=4",ECI2,8,24,394,43.557,9,11,0.993,1.010,0.967,0.880,0.653,0.455,0.311,0.178,0.110,0.086
O75528,Transcriptional adapter 3 OS=Homo sapiens GN=TADA3 PE=1 SV=1,TADA3,4,8,432,48.872,6.27,3,0.993,1.128,0.920,0.798,0.623,0.452,0.281,0.175,0.129,0.098
O75529,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L OS=Homo sapiens GN=TAF5L PE=1 SV=1,TAF5L,1,2,589,66.114,5.88,1,0.993,1.022,1.100,0.909,0.783,0.496,0.220,0.161,0.125,0.111
O75530,Isoform 2 of Polycomb protein EED OS=Homo sapiens GN=EED,EED,10,20,466,53.027,7.36,6,0.993,0.982,0.788,0.734,0.519,0.356,0.163,0.107,0.094,0.057
O75533,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,SF3B1,49,206,1304,145.738,7.09,75,0.993,0.998,0.984,0.747,0.482,0.323,0.155,0.110,0.079,0.067
O75554,WW domain-binding protein 4 OS=Homo sapiens GN=WBP4 PE=1 SV=1,WBP4,4,10,376,42.481,5.57,3,0.993,1.027,0.988,0.937,0.904,0.714,0.631,0.564,0.380,0.292
O75569,Interferon-inducible double stranded RNA-dependent protein kinase activator A OS=Homo sapiens GN=PRKRA PE=1 SV=1,PRKRA,1,2,313,34.383,8.41,1,0.993,1.064,0.899,0.704,0.435,0.350,0.190,0.148,0.137,0.071
O75600,"Isoform 2 of 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial OS=Homo sapiens GN=GCAT",GCAT,1,2,445,47.944,7.97,1,0.993,1.057,0.851,0.686,0.546,0.269,0.154,0.098,0.084,0.047
O75607,Nucleoplasmin-3 OS=Homo sapiens GN=NPM3 PE=1 SV=3,NPM3,2,18,178,19.331,4.63,6,0.993,0.977,0.870,0.726,0.610,0.454,0.270,0.204,0.161,0.140
O75608,Acyl-protein thioesterase 1 OS=Homo sapiens GN=LYPLA1 PE=1 SV=1,LYPLA1,7,46,230,24.653,6.77,21,0.993,0.958,0.976,0.887,0.867,0.626,0.569,0.363,0.098,0.072
O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,SNRNP200,47,134,2136,244.353,6.06,58,0.993,0.986,0.962,0.843,0.607,0.380,0.166,0.092,0.071,0.060
O75663,TIP41-like protein OS=Homo sapiens GN=TIPRL PE=1 SV=2,TIPRL,7,38,272,31.424,5.91,13,0.993,0.974,0.916,0.733,0.454,0.273,0.159,0.135,0.087,0.077
