Accession,Description,GeneName,Peptides.MTX,PSMs.MTX,AAs.MTX,MW.kDA.MTX,pI.MTX,QuantifyingPSMs.MTX,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
O96007,Molybdopterin synthase catalytic subunit OS=Homo sapiens GN=MOCS2 PE=1 SV=1,MOCS2,3,8,188,20.931,5.44,4,0.996,0.983,0.986,0.862,0.749,0.536,0.425,0.341,0.258,0.242
O96008,Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens GN=TOMM40 PE=1 SV=1,TOMM40,2,4,361,37.869,7.25,2,0.996,0.889,0.940,0.883,0.823,0.590,0.571,0.485,0.423,0.392
O96013,Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1,PAK4,5,17,591,64.032,9.73,5,0.996,0.949,0.909,0.863,0.657,0.398,0.286,0.194,0.133,0.083
O96017,Isoform 9 of Serine/threonine-protein kinase Chk2 OS=Homo sapiens GN=CHEK2,CHEK2,10,34,586,65.378,6.15,13,0.996,1.004,0.975,0.913,0.799,0.610,0.441,0.321,0.231,0.194
O96019,Actin-like protein 6A OS=Homo sapiens GN=ACTL6A PE=1 SV=1,ACTL6A,19,103,429,47.43,5.6,41,0.996,0.948,0.848,0.654,0.526,0.330,0.160,0.099,0.080,0.067
O96033,Molybdopterin synthase sulfur carrier subunit OS=Homo sapiens GN=MOCS2 PE=1 SV=1,MOCS2,2,6,88,9.749,4.72,2,0.996,1.018,0.973,0.892,0.793,0.613,0.405,0.214,0.122,0.091
P00338,Isoform 3 of L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA,LDHA,28,878,361,39.812,8.43,311,0.996,0.951,0.975,0.976,0.948,0.782,0.763,0.667,0.536,0.457
P00352,Retinal dehydrogenase 1 OS=Homo sapiens GN=ALDH1A1 PE=1 SV=2,ALDH1A1,21,63,501,54.827,6.73,26,0.996,0.985,0.988,0.968,0.927,0.737,0.677,0.569,0.486,0.432
P00367,"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2",GLUD1,35,194,558,61.359,7.8,73,0.996,0.975,0.941,0.949,0.945,0.839,0.707,0.495,0.247,0.143
P00374,Dihydrofolate reductase OS=Homo sapiens GN=DHFR PE=1 SV=2,DHFR,18,182,187,21.439,7.42,81,0.996,0.943,0.972,0.971,0.941,0.775,0.802,0.730,0.625,0.500
P00387,Isoform 3 of NADH-cytochrome b5 reductase 3 OS=Homo sapiens GN=CYB5R3,CYB5R3,5,16,334,38.202,6.9,7,0.996,0.973,0.945,0.885,0.779,0.543,0.367,0.197,0.127,0.115
P00390,"Glutathione reductase, mitochondrial OS=Homo sapiens GN=GSR PE=1 SV=2",GSR,18,165,522,56.221,8.5,60,0.996,0.935,0.978,0.986,0.966,0.761,0.766,0.623,0.530,0.455
P00441,Superoxide dismutase [Cu-Zn] OS=Homo sapiens GN=SOD1 PE=1 SV=2,SOD1,9,254,154,15.926,6.13,88,0.996,0.980,0.979,0.987,0.938,0.793,0.732,0.648,0.555,0.564
P00480,"Ornithine carbamoyltransferase, mitochondrial OS=Homo sapiens GN=OTC PE=1 SV=3",OTC,2,8,354,39.91,8.63,7,0.996,0.970,1.042,0.974,1.020,0.794,0.579,0.191,0.097,0.074
P00491,Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2,PNP,31,310,289,32.097,6.95,127,0.996,0.975,0.978,0.974,0.899,0.748,0.708,0.593,0.530,0.494
P00492,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens GN=HPRT1 PE=1 SV=2,HPRT1,18,140,218,24.564,6.68,61,0.996,0.994,1.007,0.985,0.948,0.768,0.758,0.665,0.562,0.593
P00505,"Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3",GOT2,35,248,430,47.487,9.01,103,0.996,0.937,1.056,1.003,1.033,0.868,0.947,0.858,0.768,0.706
P00519,Isoform IB of Tyrosine-protein kinase ABL1 OS=Homo sapiens GN=ABL1,ABL1,19,39,1149,124.877,8.84,13,0.996,0.843,0.716,0.506,0.339,0.211,0.147,0.095,0.090,0.075
P00558,Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3,PGK1,36,703,417,44.586,8.1,279,0.996,0.970,1.002,1.004,0.965,0.741,0.443,0.138,0.094,0.074
P00747,Plasminogen OS=Homo sapiens GN=PLG PE=1 SV=2,PLG,3,10,810,90.51,7.24,5,0.996,0.980,0.963,0.962,0.868,0.694,0.537,0.387,0.237,0.204
P00813,Adenosine deaminase OS=Homo sapiens GN=ADA PE=1 SV=3,ADA,15,55,363,40.739,5.95,24,0.996,1.043,0.989,0.974,0.885,0.723,0.659,0.481,0.368,0.248
P01023,Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3,A2M,7,31,1474,163.188,6.46,8,0.996,0.925,0.966,0.930,0.920,0.711,0.684,0.629,0.463,0.365
P01034,Cystatin-C OS=Homo sapiens GN=CST3 PE=1 SV=1,CST3,2,4,146,15.789,8.75,2,0.996,1.205,1.043,0.883,0.746,0.742,0.481,0.341,0.246,0.205
P01111,GTPase NRas OS=Homo sapiens GN=NRAS PE=1 SV=1,NRAS,5,9,189,21.216,5.17,4,0.996,0.977,0.960,0.913,0.715,0.586,0.716,0.562,0.326,0.219
P01137,Transforming growth factor beta-1 OS=Homo sapiens GN=TGFB1 PE=1 SV=2,TGFB1,10,39,390,44.313,8.53,13,0.996,0.989,0.972,0.900,0.883,0.769,0.743,0.577,0.400,0.304
P02008,Hemoglobin subunit zeta OS=Homo sapiens GN=HBZ PE=1 SV=2,HBZ,20,2290,142,15.627,8.21,944,0.996,0.980,1.000,0.939,0.861,0.677,0.628,0.505,0.375,0.302
P02042,Hemoglobin subunit delta OS=Homo sapiens GN=HBD PE=1 SV=2,HBD,15,176,147,16.045,8.05,11,0.996,1.015,0.933,0.937,0.892,0.777,0.655,0.498,0.361,0.310
P02100,Hemoglobin subunit epsilon OS=Homo sapiens GN=HBE1 PE=1 SV=2,HBE1,20,2114,147,16.192,8.63,615,0.996,0.981,0.986,0.935,0.883,0.730,0.702,0.571,0.408,0.322
P02545,Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1,LMNA,54,276,664,74.095,7.02,99,0.996,1.021,1.040,0.999,1.086,1.067,0.711,0.306,0.186,0.143
P02549,"Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens GN=SPTA1 PE=1 SV=5",SPTA1,60,173,2419,279.842,5.05,61,0.996,1.027,0.894,0.628,0.425,0.301,0.196,0.136,0.103,0.088
P02649,Apolipoprotein E OS=Homo sapiens GN=APOE PE=1 SV=1,APOE,13,30,317,36.132,5.73,11,0.996,1.048,0.978,0.865,0.789,0.629,0.480,0.334,0.245,0.190
P02765,Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1,AHSG,4,48,367,39.3,5.72,23,0.996,0.992,0.840,1.052,1.159,0.947,1.045,0.913,0.863,0.837
P02768,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2,ALB,16,182,609,69.321,6.28,65,0.996,0.993,1.045,0.982,0.930,0.856,0.770,0.733,0.601,0.622
P02774,Isoform 3 of Vitamin D-binding protein OS=Homo sapiens GN=GC,GC,4,16,493,55.087,5.74,6,0.996,0.995,1.015,0.961,0.884,0.725,0.652,0.584,0.468,0.472
P02786,Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2,TFRC,27,82,760,84.818,6.61,31,0.996,1.021,1.084,0.962,0.802,0.555,0.386,0.261,0.189,0.147
P02788,Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6,LTF,4,33,710,78.132,8.12,16,0.996,0.780,1.032,0.986,0.993,0.718,0.847,0.715,0.615,0.583
P02794,Ferritin heavy chain OS=Homo sapiens GN=FTH1 PE=1 SV=2,FTH1,1,2,183,21.212,5.55,1,0.996,0.904,1.141,1.005,1.015,0.702,0.704,0.543,0.225,0.120
P04040,Catalase OS=Homo sapiens GN=CAT PE=1 SV=3,CAT,44,308,527,59.719,7.39,111,0.996,0.967,1.001,0.953,0.909,0.749,0.710,0.622,0.511,0.455
P04049,Isoform 2 of RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens GN=RAF1,RAF1,5,13,668,75.347,9.39,4,0.996,0.990,0.881,0.486,0.281,0.182,0.093,0.035,0.063,0.054
P04062,Glucosylceramidase OS=Homo sapiens GN=GBA PE=1 SV=3,GBA,4,8,536,59.678,7.61,4,0.996,0.977,0.965,0.892,0.775,0.596,0.434,0.323,0.186,0.129
P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2,ALDOA,40,1090,364,39.395,8.09,390,0.996,0.967,0.997,1.006,0.974,0.807,0.783,0.694,0.581,0.478
P04080,Cystatin-B OS=Homo sapiens GN=CSTB PE=1 SV=2,CSTB,8,67,98,11.133,7.56,29,0.996,0.971,0.943,0.958,0.969,0.723,0.578,0.288,0.190,0.137
P04083,Annexin A1 OS=Homo sapiens GN=ANXA1 PE=1 SV=2,ANXA1,22,217,346,38.69,7.02,87,0.996,0.995,0.941,0.829,0.356,0.196,0.109,0.058,0.064,0.054
P04150,Isoform Alpha-2 of Glucocorticoid receptor OS=Homo sapiens GN=NR3C1,NR3C1,8,25,778,85.761,6.49,11,0.996,0.981,0.777,0.549,0.454,0.309,0.274,0.210,0.137,0.093
P04181,"Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT PE=1 SV=1",OAT,31,146,439,48.504,7.03,23,0.996,0.963,1.051,0.953,0.956,0.668,0.293,0.181,0.141,0.114
P04183,"Thymidine kinase, cytosolic OS=Homo sapiens GN=TK1 PE=1 SV=2",TK1,21,168,234,25.452,8.51,69,0.996,0.937,0.988,0.941,0.896,0.598,0.493,0.337,0.224,0.175
P04350,Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=1 SV=2,TUBB4A,20,788,444,49.554,4.88,1,0.996,1.002,1.016,0.852,0.883,0.618,0.587,0.342,0.220,0.061
P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3,GAPDH,31,1800,335,36.03,8.46,22,0.996,0.965,0.978,1.010,0.975,0.804,0.742,0.675,0.579,0.529
P04424,Argininosuccinate lyase OS=Homo sapiens GN=ASL PE=1 SV=4,ASL,23,80,464,51.625,6.48,27,0.996,0.981,1.003,0.941,0.900,0.702,0.571,0.327,0.144,0.108
P04632,Calpain small subunit 1 OS=Homo sapiens GN=CAPNS1 PE=1 SV=1,CAPNS1,8,94,268,28.298,5.2,36,0.996,1.027,0.994,0.964,0.932,0.795,0.638,0.446,0.242,0.116
P04792,Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2,HSPB1,11,108,205,22.768,6.4,37,0.996,0.924,0.764,0.543,0.387,0.265,0.142,0.095,0.082,0.075
P04818,Thymidylate synthase OS=Homo sapiens GN=TYMS PE=1 SV=3,TYMS,20,187,313,35.693,7.01,66,0.996,0.975,0.992,0.966,0.897,0.731,0.676,0.516,0.360,0.170
P04920,Anion exchange protein 2 OS=Homo sapiens GN=SLC4A2 PE=1 SV=4,SLC4A2,2,6,1241,136.923,6.29,3,0.996,0.870,1.150,0.816,0.916,0.616,0.543,0.353,0.193,0.136
P05091,"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens GN=ALDH2 PE=1 SV=2",ALDH2,28,87,517,56.346,7.05,29,0.996,0.955,0.970,0.967,0.938,0.628,0.301,0.132,0.096,0.090
P05114,Non-histone chromosomal protein HMG-14 OS=Homo sapiens GN=HMGN1 PE=1 SV=3,HMGN1,10,203,100,10.653,9.6,79,0.996,0.948,0.969,0.954,0.859,0.619,0.585,0.488,0.412,0.396
P05141,ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7,SLC25A5,7,14,298,32.831,9.69,6,0.996,1.072,0.969,0.946,0.832,0.742,0.641,0.613,0.601,0.498
P05161,Ubiquitin-like protein ISG15 OS=Homo sapiens GN=ISG15 PE=1 SV=5,ISG15,3,6,165,17.876,7.44,1,0.996,1.031,1.041,0.830,0.531,0.392,0.295,0.166,0.129,0.159
P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3,EIF2S1,37,237,315,36.089,5.08,103,0.996,0.969,1.002,0.955,0.838,0.628,0.406,0.172,0.108,0.082
P05204,Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3,HMGN2,2,121,90,9.387,9.99,49,0.996,0.958,0.999,0.981,0.924,0.712,0.714,0.653,0.540,0.555
P05362,Intercellular adhesion molecule 1 OS=Homo sapiens GN=ICAM1 PE=1 SV=2,ICAM1,3,5,532,57.789,7.99,2,0.996,1.216,1.048,1.035,1.083,1.028,1.054,1.163,1.149,0.776
P05386,60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1,RPLP1,2,10,114,11.507,4.32,5,0.996,1.076,1.207,1.157,1.138,0.827,0.659,0.414,0.268,0.336
P05387,60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1,RPLP2,12,191,115,11.658,4.54,71,0.996,1.062,1.109,1.123,1.039,0.845,0.659,0.572,0.512,0.743
P05388,60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1,RPLP0,11,70,317,34.252,5.97,28,0.996,1.031,1.186,1.213,1.209,0.873,0.673,0.348,0.154,0.121
P05423,DNA-directed RNA polymerase III subunit RPC4 OS=Homo sapiens GN=POLR3D PE=1 SV=2,POLR3D,6,17,398,44.368,6.98,8,0.996,1.078,0.990,0.745,0.460,0.332,0.206,0.147,0.138,0.105
P05455,Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2,SSB,26,283,408,46.808,7.12,115,0.996,0.974,0.913,0.687,0.448,0.302,0.130,0.066,0.064,0.053
P05556,Isoform Beta-1C of Integrin beta-1 OS=Homo sapiens GN=ITGB1,ITGB1,6,11,825,91.56,5.44,6,0.996,1.020,1.022,0.964,0.908,0.747,0.683,0.605,0.439,0.338
P05771,Isoform Beta-II of Protein kinase C beta type OS=Homo sapiens GN=PRKCB,PRKCB,17,92,673,76.962,7.02,21,0.996,0.943,0.950,0.829,0.588,0.277,0.126,0.054,0.056,0.056
P05783,"Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2",KRT18,33,305,430,48.029,5.45,113,0.996,1.067,1.033,0.999,0.856,0.546,0.201,0.130,0.091,0.078
P05937,Calbindin OS=Homo sapiens GN=CALB1 PE=1 SV=2,CALB1,12,32,261,30.006,4.83,14,0.996,0.995,0.960,0.932,0.891,0.723,0.535,0.400,0.328,0.320
P05976,"Myosin light chain 1/3, skeletal muscle isoform OS=Homo sapiens GN=MYL1 PE=1 SV=3",MYL1,4,38,194,21.132,5.03,8,0.996,0.886,0.958,0.930,0.851,0.557,0.602,0.549,0.460,0.477
P06132,Uroporphyrinogen decarboxylase OS=Homo sapiens GN=UROD PE=1 SV=2,UROD,21,183,367,40.761,6.14,76,0.996,1.009,0.934,0.987,0.943,0.803,0.716,0.594,0.483,0.357
P06280,Alpha-galactosidase A OS=Homo sapiens GN=GLA PE=1 SV=1,GLA,5,12,429,48.735,5.6,6,0.996,0.947,0.978,0.899,0.857,0.606,0.471,0.296,0.134,0.107
P06396,Isoform 2 of Gelsolin OS=Homo sapiens GN=GSN,GSN,24,94,731,80.591,5.85,19,0.996,0.977,0.983,0.978,0.961,0.688,0.508,0.182,0.117,0.086
P06400,Retinoblastoma-associated protein OS=Homo sapiens GN=RB1 PE=1 SV=2,RB1,26,75,928,106.092,7.94,31,0.996,0.968,0.976,0.906,0.875,0.636,0.425,0.198,0.118,0.094
P06454,Prothymosin alpha OS=Homo sapiens GN=PTMA PE=1 SV=2,PTMA,12,397,111,12.196,3.78,173,0.996,0.978,1.006,0.980,0.974,0.821,0.810,0.787,0.725,0.727
P06493,Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3,CDK1,25,180,297,34.074,8.4,56,0.996,0.974,0.946,0.765,0.595,0.434,0.332,0.215,0.130,0.105
P06576,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3",ATP5B,23,93,529,56.525,5.4,38,0.996,0.974,0.973,0.926,0.889,0.748,0.638,0.646,0.794,0.975
P06730,Isoform 2 of Eukaryotic translation initiation factor 4E OS=Homo sapiens GN=EIF4E,EIF4E,8,86,248,28.76,6.42,32,0.996,0.951,0.974,0.949,0.866,0.658,0.501,0.247,0.140,0.105
P06733,Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2,ENO1,55,2810,434,47.139,7.39,529,0.996,0.969,0.974,0.963,0.912,0.724,0.645,0.451,0.228,0.114
P06737,"Glycogen phosphorylase, liver form OS=Homo sapiens GN=PYGL PE=1 SV=4",PYGL,31,107,847,97.087,7.17,26,0.996,0.951,0.961,0.950,0.890,0.738,0.673,0.484,0.237,0.120
P06744,Isoform 2 of Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI,GPI,32,417,569,64.284,8.91,159,0.996,0.965,0.972,0.975,0.918,0.713,0.494,0.203,0.099,0.076
P06746,DNA polymerase beta OS=Homo sapiens GN=POLB PE=1 SV=3,POLB,8,15,335,38.154,8.95,4,0.996,0.913,0.839,0.495,0.312,0.181,0.148,0.090,0.074,0.073
P06748,Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2,NPM1,13,120,294,32.555,4.78,38,0.996,1.024,1.142,1.184,1.074,0.755,0.521,0.329,0.219,0.189
P06753,Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=2,TPM3,30,644,248,29.015,4.78,102,0.996,0.980,0.954,0.942,0.926,0.812,0.754,0.662,0.595,0.569
P07108,Isoform 5 of Acyl-CoA-binding protein OS=Homo sapiens GN=DBI,DBI,4,53,148,16.484,9.38,20,0.996,0.977,0.984,1.007,0.981,0.805,0.767,0.621,0.454,0.386
P07195,L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2,LDHB,26,1138,334,36.615,6.05,382,0.996,0.967,0.998,1.006,0.991,0.810,0.796,0.699,0.610,0.528
P07237,Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3,P4HB,36,397,508,57.081,4.87,115,0.996,0.938,0.938,0.929,0.997,0.882,0.834,0.488,0.284,0.237
P07339,Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1,CTSD,16,93,412,44.524,6.54,44,0.996,0.947,0.989,0.960,0.939,0.750,0.732,0.528,0.233,0.153
P07355,Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2,ANXA2,36,401,339,38.58,7.75,71,0.996,0.981,0.993,0.951,0.877,0.597,0.299,0.156,0.115,0.098
P07360,Complement component C8 gamma chain OS=Homo sapiens GN=C8G PE=1 SV=3,C8G,2,3,202,22.264,8.31,3,0.996,1.054,1.091,0.997,0.982,0.783,0.789,0.710,0.554,0.473
P07384,Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1,CAPN1,41,168,714,81.838,5.67,65,0.996,0.968,0.982,0.926,0.892,0.701,0.633,0.483,0.288,0.125
P07437,Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2,TUBB,42,1897,444,49.639,4.89,112,0.996,0.976,0.953,0.934,0.823,0.587,0.488,0.294,0.120,0.082
P07686,Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3,HEXB,20,97,556,63.071,6.76,38,0.996,0.960,0.978,0.981,0.957,0.779,0.724,0.530,0.248,0.134
P07711,Cathepsin L1 OS=Homo sapiens GN=CTSL PE=1 SV=2,CTSL,4,18,333,37.54,5.45,9,0.996,0.948,1.000,0.927,0.934,0.640,0.386,0.185,0.116,0.072
P07737,Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2,PFN1,18,519,140,15.045,8.27,218,0.996,0.946,1.017,0.980,0.959,0.687,0.448,0.150,0.102,0.085
P07738,Bisphosphoglycerate mutase OS=Homo sapiens GN=BPGM PE=1 SV=2,BPGM,9,35,259,29.987,6.54,7,0.996,1.027,0.976,0.924,0.853,0.676,0.544,0.461,0.337,0.237
P07741,Adenine phosphoribosyltransferase OS=Homo sapiens GN=APRT PE=1 SV=2,APRT,10,96,180,19.595,6.02,36,0.996,0.976,0.988,0.961,0.906,0.746,0.644,0.503,0.362,0.189
P07814,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5,EPRS,88,571,1512,170.483,7.33,216,0.996,0.951,0.868,0.632,0.402,0.239,0.139,0.089,0.078,0.070
P07858,Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3,CTSB,12,78,339,37.797,6.3,34,0.996,0.911,0.960,0.906,0.852,0.580,0.460,0.273,0.187,0.165
P07900,Isoform 2 of Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1,HSP90AA1,55,2416,854,98.099,5.16,268,0.996,0.972,0.955,0.915,0.644,0.319,0.140,0.082,0.074,0.069
P07910,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=4,HNRNPC,16,89,306,33.65,5.08,30,0.996,0.971,0.899,0.665,0.432,0.267,0.168,0.089,0.073,0.068
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial OS=Homo sapiens GN=UQCRH PE=1 SV=2",UQCRH,4,18,91,10.732,4.44,9,0.996,1.046,0.967,0.810,0.889,0.765,0.881,0.786,0.999,1.050
P07948,Tyrosine-protein kinase Lyn OS=Homo sapiens GN=LYN PE=1 SV=3,LYN,7,15,512,58.537,7.11,4,0.996,0.883,0.839,0.733,0.472,0.310,0.215,0.111,0.070,0.072
P07954,"Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3",FH,23,208,510,54.602,8.76,90,0.996,0.949,0.982,0.981,0.958,0.693,0.266,0.121,0.085,0.082
P08047,Transcription factor Sp1 OS=Homo sapiens GN=SP1 PE=1 SV=3,SP1,7,17,785,80.644,7.34,10,0.996,0.999,0.949,0.848,0.729,0.575,0.418,0.267,0.176,0.143
P08195,Isoform 4 of 4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2,SLC3A2,18,60,661,71.079,4.97,27,0.996,0.983,0.991,0.918,0.935,0.726,0.698,0.604,0.506,0.259
P08238,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,HSP90AB1,60,2825,724,83.212,5.03,410,0.996,0.981,0.942,0.940,0.674,0.343,0.172,0.093,0.073,0.066
P08243,Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4,ASNS,30,188,561,64.329,6.86,74,0.996,0.972,0.973,0.945,0.866,0.638,0.420,0.166,0.103,0.087
P08397,Porphobilinogen deaminase OS=Homo sapiens GN=HMBS PE=1 SV=2,HMBS,27,174,361,39.306,7.18,79,0.996,0.984,0.987,0.955,0.932,0.757,0.743,0.662,0.561,0.503
P08559,"Isoform 4 of Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens GN=PDHA1",PDHA1,22,59,428,47.549,8.54,24,0.996,0.973,0.957,0.901,0.659,0.461,0.276,0.195,0.133,0.105
P08579,U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens GN=SNRPB2 PE=1 SV=1,SNRPB2,14,95,225,25.47,9.72,31,0.996,0.956,1.034,0.975,0.905,0.719,0.588,0.302,0.133,0.077
P08590,Myosin light chain 3 OS=Homo sapiens GN=MYL3 PE=1 SV=3,MYL3,4,33,195,21.918,5.1,9,0.996,0.961,1.028,0.918,0.781,0.592,0.525,0.446,0.386,0.327
P08621,U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2,SNRNP70,20,81,437,51.526,9.94,28,0.996,0.985,0.952,0.854,0.637,0.393,0.207,0.132,0.109,0.093
P08648,Integrin alpha-5 OS=Homo sapiens GN=ITGA5 PE=1 SV=2,ITGA5,1,2,1049,114.465,5.77,1,0.996,0.939,1.003,1.000,0.887,0.650,0.642,0.432,0.437,0.345
P08651,Nuclear factor 1 C-type OS=Homo sapiens GN=NFIC PE=1 SV=2,NFIC,4,10,508,55.64,8.38,5,0.996,1.007,0.918,0.884,0.853,0.586,0.466,0.372,0.318,0.258
P08670,Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4,VIM,50,692,466,53.619,5.12,266,0.996,1.073,1.085,1.061,1.017,0.784,0.495,0.255,0.137,0.108
P08754,Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens GN=GNAI3 PE=1 SV=3,GNAI3,9,32,354,40.506,5.69,7,0.996,1.037,1.001,0.996,0.866,0.563,0.376,0.236,0.188,0.186
P08758,Annexin A5 OS=Homo sapiens GN=ANXA5 PE=1 SV=2,ANXA5,22,86,320,35.914,5.05,34,0.996,0.995,0.921,0.870,0.480,0.276,0.152,0.096,0.095,0.073
P08865,40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4,RPSA,20,155,295,32.833,4.87,65,0.996,1.033,1.075,1.133,1.049,0.804,0.608,0.310,0.145,0.101
P08962,CD63 antigen OS=Homo sapiens GN=CD63 PE=1 SV=2,CD63,3,10,238,25.619,7.81,5,0.996,0.947,0.958,0.881,0.808,0.611,0.519,0.482,0.408,0.358
P08F94,Fibrocystin OS=Homo sapiens GN=PKHD1 PE=1 SV=1,PKHD1,1,3,4074,446.418,6.57,2,0.996,0.913,1.158,1.085,1.194,0.845,1.082,1.054,0.911,0.920
P09012,U1 small nuclear ribonucleoprotein A OS=Homo sapiens GN=SNRPA PE=1 SV=3,SNRPA,13,79,282,31.259,9.83,33,0.996,1.003,0.940,0.885,0.766,0.574,0.451,0.269,0.188,0.092
P09104,Gamma-enolase OS=Homo sapiens GN=ENO2 PE=1 SV=3,ENO2,17,250,434,47.239,5.03,14,0.996,0.965,0.955,0.965,0.859,0.575,0.478,0.348,0.247,0.154
P09105,Hemoglobin subunit theta-1 OS=Homo sapiens GN=HBQ1 PE=1 SV=2,HBQ1,9,33,142,15.498,7.62,14,0.996,1.038,0.974,0.947,0.906,0.750,0.667,0.488,0.329,0.226
P09110,"3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens GN=ACAA1 PE=1 SV=2",ACAA1,12,30,424,44.264,8.44,8,0.996,1.023,0.922,0.906,0.889,0.761,0.738,0.510,0.286,0.095
P09132,Signal recognition particle 19 kDa protein OS=Homo sapiens GN=SRP19 PE=1 SV=3,SRP19,4,12,144,16.145,9.85,6,0.996,1.063,0.977,0.914,0.575,0.397,0.219,0.180,0.142,0.105
P09211,Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2,GSTP1,20,529,210,23.341,5.64,243,0.996,0.960,0.983,0.982,0.877,0.651,0.371,0.120,0.075,0.064
P09234,U1 small nuclear ribonucleoprotein C OS=Homo sapiens GN=SNRPC PE=1 SV=1,SNRPC,6,41,159,17.381,9.67,21,0.996,1.001,0.989,0.930,0.875,0.701,0.755,0.662,0.500,0.502
P09382,Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2,LGALS1,13,156,135,14.706,5.5,60,0.996,0.984,0.966,0.959,0.893,0.780,0.719,0.554,0.397,0.285
